OFF_index,OFF_SeasonID,OFF_Total Points Per Game,OFF_Total Points,OFF_Total Touchdowns,OFF_Total 1st downs,OFF_Rushing 1st downs,OFF_Passing 1st downs,OFF_1st downs by penalty,OFF_3rd down efficiency,OFF_3rd down %,OFF_4th down efficiency,OFF_4th down %,OFF_Comp-Att,OFF_Net Passing Yards,OFF_Yards Per Pass Attempt,OFF_Net Passing Yards Per Game,OFF_Passing Touchdowns,OFF_Interceptions,OFF_Sacks-Yards Lost,OFF_Rushing Attempts,OFF_Rushing Yards,OFF_Yards Per Rush Attempt,OFF_Rushing Yards Per Game,OFF_Rushing Touchdowns,OFF_Total Offensive Plays,OFF_Total Yards,OFF_Yards Per Game,OFF_Kickoffs: Total,OFF_Average Kickoff Return Yards,OFF_Punt: Total,OFF_Average Punt Return Yards,OFF_INT: Total,OFF_Average Interception Yards,OFF_Net Average Punt Yards,OFF_Punt: Total Yards,OFF_FG: Good-Attempts,OFF_Touchback Percentage,OFF_Total-Yards,OFF_Avg. Per Game (YDS),OFF_Possession Time Seconds,OFF_Fumbles-Lost,OFF_Turnover Ratio,OFF_Games,OFF_Year,DEF_index,DEF_Total Points Per Game,DEF_Total Points,DEF_Total Touchdowns,DEF_Total 1st downs,DEF_Rushing 1st downs,DEF_Passing 1st downs,DEF_1st downs by penalty,DEF_3rd down efficiency,DEF_3rd down %,DEF_4th down efficiency,DEF_4th down %,DEF_Comp-Att,DEF_Net Passing Yards,DEF_Yards Per Pass Attempt,DEF_Net Passing Yards Per Game,DEF_Passing Touchdowns,DEF_Interceptions,DEF_Sacks-Yards Lost,DEF_Rushing Attempts,DEF_Rushing Yards,DEF_Yards Per Rush Attempt,DEF_Rushing Yards Per Game,DEF_Rushing Touchdowns,DEF_Total Offensive Plays,DEF_Total Yards,DEF_Yards Per Game,DEF_Kickoffs: Total,DEF_Average Kickoff Return Yards,DEF_Punt: Total,DEF_Average Punt Return Yards,DEF_INT: Total,DEF_Average Interception Yards,DEF_Net Average Punt Yards,DEF_Punt: Total Yards,DEF_FG: Good-Attempts,DEF_Touchback Percentage,DEF_Total-Yards,DEF_Avg. Per Game (YDS),DEF_Possession Time Seconds,DEF_Fumbles-Lost,DEF_Turnover Ratio,DEF_Games
758,Offense--mia-2022,23.4,397,45,342,93,220,29,71-196,36.22,13-24,54.17,368-584,4511,8.2,265.4,30,15,35-254,390,1686,4.3,99.2,12,1009,6451,379.5,29-549,18.9,19-111,10.4,8-115,14.4,41.2,"61-2,828",26-32,68,111-881,51,29:20,16-6,-7,17,2022,759,23.5,399,45,336,98,200,38,97-233,41.63,15-31,48.39,416-624,3992,6.9,234.8,27,8,40-290,422,1751,4.1,103.0,15,1086,6033,354.9,26-724,27.8,30-312,5.8,15-166,11.1,42.0,"66-2,925",27-29,66,84-799,47,30:39,20-6,326,17
760,Offense--min-2004,25.3,405,50,351,98,225,28,102-195,52.31,6-10,60.00,380-552,4516,8.6,282.3,39,12,46-238,387,1823,4.7,113.9,8,985,6577,411.1,"75-1,869",24.9,31-275,6.5,11-207,18.8,36.3,"57-2,240",18-22,5,117-884,55,30:16,18-7,0,16,2004,761,18.8,395,46,350,110,220,20,90-196,45.92,10-16,62.50,338-544,3896,7.6,243.5,30,11,39-234,435,2006,4.6,125.4,15,1018,6136,383.5,"73-1,448",19.8,26-169,8.9,12-207,17.3,37.5,"59-2,488",24-27,10,110-974,60.875,30:12,25-11,0,16
762,Offense--min-2005,19.1,306,33,285,83,169,33,64-196,32.65,4-9,44.44,323-510,3146,6.8,196.6,18,16,54-303,381,1467,3.9,91.7,10,945,4916,307.3,"67-1,416",21.1,41-344,11.0,24-392,16.3,37.2,"81-3,505",25-34,0,"128-1,013",63,28:46,23-11,0,16,2005,763,16.4,344,37,304,96,177,31,95-221,42.99,5-13,38.46,319-533,3332,6.6,208.3,23,24,34-207,462,1841,4.0,115.1,14,1029,5380,336.3,"71-1,549",21.8,45-495,8.4,16-220,13.8,37.6,"71-3,013",28-33,8,137-990,61.875,31:13,21-6,0,16
764,Offense--min-2006,17.6,282,32,272,87,160,25,77-233,33.05,15-21,71.43,332-540,3123,6.3,195.2,13,20,43-279,442,1820,4.1,113.8,12,1025,5222,326.4,"59-1,369",23.2,38-374,9.7,21-243,11.6,37.0,"94-3,961",21-25,4,123-903,56,31:51,29-11,0,16,2006,765,16.4,327,32,272,53,192,27,74-215,34.42,7-13,53.85,355-599,3818,6.7,238.6,15,21,30-197,348,985,2.8,61.6,9,977,5000,312.5,"66-1,492",22.6,50-485,9.8,20-399,20.0,40.6,"79-3,583",34-40,14,112-899,56.188,28:36,25-11,0,16
766,Offense--min-2007,24.2,363,43,294,131,139,24,69-200,34.50,7-13,53.85,249-432,2745,6.8,171.6,12,14,38-193,494,2634,5.3,164.6,22,964,5572,348.3,"65-1,441",22.2,29-242,10.2,15-298,19.9,39.3,"81-3,621",20-24,11,86-662,41,29:34,24-15,0,16,2007,767,13.8,275,28,305,67,222,16,94-234,40.17,7-18,38.89,415-646,4225,7.0,264.1,22,15,38-275,379,1185,3.1,74.1,7,1063,5685,355.3,"59-1,461",24.8,43-440,8.3,14-177,12.6,43.1,"82-3,780",28-32,15,110-763,47.688,30:51,35-16,0,16
768,Offense--min-2008,23.6,377,41,292,119,150,23,86-218,39.45,9-18,50.00,267-452,2956,7.1,184.8,22,17,43-261,519,2338,4.5,146.1,15,1014,5555,347.2,"78-1,830",23.5,34-273,14.9,12-56,4.7,39.0,"73-3,473",29-34,7,90-692,43,31:18,28-11,0,16,2008,769,15.8,331,36,255,72,163,20,68-203,33.50,5-13,38.46,324-530,3449,7.1,215.6,15,12,45-304,371,1230,3.3,76.9,10,946,4983,311.4,"61-1,369",22.4,42-624,8.0,17-329,19.4,40.1,"80-3,481",26-36,18,"109-1,002",62.625,28:41,32-10,0,16
770,Offense--min-2009,29.4,470,56,343,99,220,24,100-223,44.84,8-12,66.67,377-553,4156,8.0,259.8,34,7,34-247,467,1918,4.1,119.9,19,1054,6321,395.1,"91-2,060",22.6,48-455,7.9,11-43,3.9,40.3,"73-3,202",26-28,5,101-757,47,32:51,17-9,0,16,2009,771,15.6,312,36,271,63,183,25,69-200,34.50,5-12,41.67,341-535,3494,7.1,218.4,26,11,48-318,357,1394,3.9,87.1,5,940,5206,325.4,"56-1,297",23.2,33-260,9.5,7-120,17.1,39.6,"89-3,979",22-26,15,109-902,56.375,27:30,34-11,0,16
772,Offense--min-2010,17.6,281,33,289,104,159,26,71-205,34.63,8-17,47.06,305-505,3097,6.6,193.6,14,26,36-230,441,1942,4.4,121.4,16,982,5269,329.3,"61-1,455",23.9,42-361,7.5,15-152,10.1,40.1,"83-3,569",17-18,5,100-769,48,30:24,18-10,0,16,2010,773,16.6,348,42,276,87,178,11,87-213,40.85,5-10,50.00,333-529,3367,6.7,210.4,25,15,31-177,417,1635,3.9,102.2,10,977,5179,323.7,"64-1,427",22.3,32-241,8.6,26-427,16.4,39.8,"85-3,748",18-23,8,98-786,49.125,29:55,16-8,0,16
774,Offense--min-2011,21.3,340,39,297,118,159,20,83-216,38.43,7-18,38.89,286-510,2957,6.4,184.8,20,17,49-298,448,2318,5.2,144.9,18,1007,5573,348.3,"57-1,403",24.6,33-277,12.4,8-152,19.0,38.8,"77-3,517",22-28,24,109-908,56,28:42,20-8,0,16,2011,775,22.5,449,50,332,92,213,27,92-208,44.23,5-9,55.56,367-538,4019,8.1,251.2,34,8,50-342,439,1712,3.9,107.0,10,1027,6073,379.6,"53-1,428",26.9,43-532,8.4,17-213,12.5,42.9,"67-3,153",32-35,41,97-834,52.125,31:24,26-12,0,16
776,Offense--min-2012,23.7,379,39,306,113,163,30,78-210,37.14,7-11,63.64,300-483,2751,6.1,171.9,18,12,32-184,486,2634,5.4,164.6,16,1001,5569,348.1,33-795,24.1,32-287,8.3,10-224,22.4,40.2,"72-3,237",35-38,62,90-830,51,28:44,20-11,0,16,2012,777,16.6,348,39,345,82,229,34,95-230,41.30,11-20,55.00,391-612,3908,6.9,244.3,28,10,44-284,427,1692,4.0,105.8,10,1083,5884,367.8,"44-1,171",26.6,41-341,9.0,12-72,6.0,40.2,"76-3,344",25-30,40,111-949,59.313,31:33,21-10,0,16
778,Offense--min-2013,24.4,391,45,309,106,173,30,78-214,36.45,10-19,52.63,325-546,3427,6.7,214.2,18,19,44-218,423,2081,4.9,130.1,23,1013,5726,357.9,"41-1,113",27.1,22-335,8.8,12-78,6.5,40.0,"75-3,316",26-30,50,70-695,43,28:27,23-10,0,16,2013,779,22.9,480,57,368,101,247,20,102-231,44.16,11-18,61.11,419-648,4595,7.5,287.2,37,12,41-274,443,1767,4.0,110.4,14,1132,6636,414.8,"66-1,646",24.9,36-318,15.2,19-370,19.5,38.8,"77-3,325",27-29,31,"100-1,003",62.688,33:18,17-6,0,16
780,Offense--min-2014,20.3,325,35,288,90,171,27,82-211,38.86,6-12,50.00,322-517,3244,6.9,202.8,17,18,51-322,413,1804,4.4,112.8,12,981,5370,335.6,28-579,20.7,27-297,6.5,13-201,15.5,40.3,"75-3,318",26-35,62,100-836,52,28:52,11-2,-1,16,2014,781,16.3,343,38,321,100,189,32,90-217,41.48,9-14,64.29,353-534,3572,7.1,223.3,26,13,41-217,450,1943,4.3,121.4,10,1025,5732,358.3,"54-1,173",21.7,39-255,11.0,18-241,13.4,39.4,"74-3,292",25-31,29,112-938,58.625,31:26,18-5,1,16
782,Offense--min-2015,22.8,365,38,297,113,153,31,76-199,38.19,5-11,45.46,294-454,2928,7.2,183.0,14,9,45-318,474,2211,4.7,138.2,18,973,5457,341.1,"40-1,043",26.1,34-311,5.2,13-215,16.5,39.3,"66-2,746",34-39,54,88-797,49,30:33,21-8,5,16,2015,783,15.0,300,31,318,94,189,35,71-206,34.47,11-22,50.00,359-561,3759,7.2,234.9,24,13,43-283,411,1748,4.3,109.3,7,1015,5790,361.9,"42-1,190",28.3,29-152,9.1,9-71,7.9,39.5,"72-3,158",28-31,35,109-875,54.688,29:47,17-8,-5,16
784,Offense--min-2016,20.4,327,36,303,66,209,28,81-213,38.03,8-18,44.44,414-588,3836,7.0,239.8,20,5,38-283,380,1205,3.2,75.3,9,1006,5324,332.8,38-980,25.8,34-354,8.0,14-253,18.1,39.8,"74-3,155",27-31,48,103-882,55,30:36,17-11,11,16,2016,785,15.4,307,32,304,87,186,31,80-206,38.84,3-14,21.43,332-548,3327,6.6,207.9,22,14,41-310,404,1711,4.2,106.9,9,993,5348,334.3,33-902,27.3,26-209,10.4,5-35,7.0,40.8,"72-3,289",28-32,51,99-825,51.563,29:48,23-11,-11,16
786,Offense--min-2017,23.8,380,41,334,100,196,38,94-216,43.52,1-7,14.29,357-527,3753,7.5,234.6,25,8,27-176,501,1957,3.9,122.3,15,1055,5886,367.9,"45-1,023",22.7,39-372,8.9,14-200,14.3,39.2,"71-2,994",32-38,49,100-949,59,32:26,11-6,5,16,2017,787,12.6,252,24,260,59,168,33,51-202,25.25,9-23,39.13,324-555,3078,6.0,192.4,13,14,37-251,364,1337,3.7,83.6,10,956,4666,291.6,25-619,24.8,24-213,9.5,8-97,12.1,40.9,"86-3,892",27-30,60,105-928,58,27:33,14-4,-5,16
788,Offense--min-2018,22.5,360,42,310,66,218,26,73-204,35.78,9-21,42.86,425-606,4036,7.1,252.3,30,10,40-262,357,1493,4.2,93.3,9,1003,5791,361.9,31-722,23.3,29-315,6.1,12-159,13.3,42.0,"72-3,255",22-32,56,92-779,48,29:34,13-10,0,16,2018,789,16.2,341,34,303,107,160,36,58-190,30.53,9-19,47.37,315-503,3140,7.0,196.3,15,12,50-361,440,1815,4.1,113.4,13,993,5316,332.3,22-540,24.5,31-188,10.9,10-199,19.9,41.0,"76-3,431",33-36,69,106-834,52.125,31:03,23-7,0,16
790,Offense--min-2019,25.4,407,47,314,106,171,37,83-194,42.78,8-15,53.33,319-466,3523,8.0,220.2,26,8,28-206,476,2133,4.5,133.3,19,970,5862,366.4,21-527,25.1,28-191,6.9,17-95,5.6,42.6,"62-2,802",27-29,75,96-895,55,28:49,29-12,11,16,2019,791,18.9,303,31,324,78,215,31,85-214,39.72,16-29,55.17,394-601,3737,6.8,233.6,23,17,48-362,404,1728,4.3,108.0,8,1053,5827,364.2,17-380,22.4,23-158,6.8,8-84,10.5,42.9,"59-2,763",29-33,74,83-713,44.563,31:10,22-13,-11,16
792,Offense--min-2020,26.9,430,55,383,139,212,32,74-181,40.88,13-23,56.52,349-516,4009,8.3,250.6,35,13,39-256,468,2283,4.9,142.7,20,1023,6548,409.3,27-670,24.8,16-69,9.7,15-65,4.3,37.8,"54-2,435",15-22,62,82-650,40,30:02,21-10,-1,16,2020,793,29.7,475,53,366,136,208,22,73-185,39.46,17-24,70.83,358-541,4141,7.9,258.8,30,15,23-126,472,2151,4.6,134.4,19,1036,6418,401.1,33-722,21.9,33-321,4.3,13-177,13.6,44.3,"42-1,929",35-39,68,83-723,45.188,30:20,15-7,1,16
794,Offense--min-2021,25.0,425,48,332,103,202,27,83-228,36.40,12-22,54.55,398-604,4238,7.4,249.3,34,7,30-212,449,1930,4.3,113.5,10,1083,6380,375.3,32-849,26.5,26-206,8.7,16-256,16.0,41.6,"78-3,624",33-38,81,"111-1,043",61,29:37,21-6,11,17,2021,795,25.1,426,46,391,131,224,36,78-214,36.45,15-30,50.00,401-626,4300,7.5,252.9,29,16,51-378,475,2222,4.7,130.7,15,1152,6900,405.9,17-383,22.5,39-339,7.9,7-115,16.4,43.7,"64-3,000",34-40,66,93-786,46.235,31:47,15-8,275,17
796,Offense--min-2022,24.9,424,50,382,93,244,45,93-226,41.15,9-19,47.37,448-672,4484,7.2,263.8,30,15,47-334,404,1661,4.1,97.7,18,1123,6479,381.1,36-920,25.6,26-167,7.7,15-186,12.4,42.8,"73-3,457",26-33,61,88-684,40,30:00,18-8,2,17,2022,797,25.1,427,45,359,113,224,22,82-215,38.14,11-29,37.93,408-617,4515,7.7,265.6,23,15,38-241,463,2093,4.5,123.1,18,1118,6849,402.9,34-890,26.2,38-293,6.4,15-290,19.3,41.6,"58-2,663",38-44,62,111-926,54.471,31:05,20-10,283,17
798,Offense--ne-2004,27.3,437,49,344,120,193,31,93-206,45.15,4-10,40.00,293-485,3588,7.7,224.3,29,14,26-162,524,2134,4.1,133.4,15,1035,5884,367.8,"86-2,003",23.3,40-230,11.8,20-290,14.5,35.4,"56-2,350",31-33,6,101-822,51,31:22,23-12,0,16,2004,799,13.0,260,31,290,83,177,30,81-209,38.76,13-30,43.33,315-538,3400,6.9,212.5,18,20,45-311,405,1572,3.9,98.3,9,988,5283,330.2,"56-1,302",23.3,31-365,5.8,14-242,17.3,38.2,"69-2,866",15-18,6,"118-1,014",63.375,28:37,28-15,0,16
800,Offense--ne-2005,23.7,379,46,334,101,204,29,93-221,42.08,13-17,76.47,352-564,4120,7.7,257.5,28,15,28-202,439,1512,3.4,94.5,16,1031,5834,364.6,"68-1,487",21.9,40-314,9.6,10-85,8.5,39.8,"76-3,431",20-25,12,110-921,57,30:19,18-9,0,16,2005,801,16.1,338,38,306,94,179,33,92-219,42.01,3-9,33.33,296-527,3703,7.5,231.4,25,10,33-223,437,1580,3.6,98.8,11,997,5506,344.1,"70-1,555",22.2,42-405,7.9,15-188,12.5,39.8,"81-3,537",24-30,6,"132-1,068",66.75,29:40,13-7,0,16
802,Offense--ne-2006,25.7,385,46,330,121,181,28,96-226,42.48,16-20,80.00,326-527,3400,6.8,212.5,25,12,29-190,499,1969,3.9,123.1,20,1055,5559,347.4,"68-1,547",22.8,36-422,11.1,22-262,11.9,36.6,"69-2,847",20-26,15,98-940,58,31:35,26-14,0,16,2006,803,10.8,216,22,264,67,164,33,75-209,35.89,3-11,27.27,294-518,3203,6.7,200.2,10,22,44-281,388,1507,3.9,94.2,11,950,4991,311.9,"58-1,553",26.8,29-322,11.7,12-72,6.0,36.2,"79-3,283",22-30,6,102-918,57.375,28:24,23-12,0,16
804,Offense--ne-2007,36.8,589,75,393,124,243,26,92-191,48.17,15-21,71.43,403-586,4731,8.3,295.7,50,9,21-128,451,1849,4.1,115.6,17,1058,6708,419.3,"92-2,030",22.1,33-311,5.4,19-288,15.2,39.7,"44-1,821",21-24,13,78-690,43,32:30,13-4,0,16,2007,805,13.0,274,34,278,91,172,15,63-187,33.69,11-20,55.00,314-526,3041,6.4,190.1,23,19,47-340,360,1572,4.4,98.3,7,933,4953,309.6,"55-1,384",25.2,14-75,9.4,9-131,14.6,39.8,"75-3,297",12-14,5,96-764,47.75,27:24,24-10,0,16
806,Offense--ne-2008,25.6,410,43,356,145,186,25,96-222,43.24,17-22,77.27,339-534,3569,7.1,223.1,21,11,48-221,513,2278,4.4,142.4,21,1095,6068,379.3,"75-1,672",22.3,36-371,14.4,14-104,7.4,40.8,"50-2,200",36-40,18,57-501,31,32:25,17-9,0,16,2008,807,14.7,309,37,268,78,176,14,91-205,44.39,2-10,20.00,288-474,3222,7.3,201.4,27,14,31-239,415,1722,4.1,107.6,8,920,5183,323.9,"62-1,562",25.2,11-158,10.3,11-186,16.9,38.1,"75-3,228",17-21,6,81-636,39.75,28:04,17-8,0,16
808,Offense--ne-2009,26.7,427,50,373,114,222,37,90-206,43.69,11-22,50.00,390-592,4436,7.7,277.3,28,13,18-104,466,1921,4.1,120.1,19,1076,6461,403.8,"70-1,705",24.4,38-432,9.0,18-327,18.2,36.4,"56-2,221",26-31,23,81-743,46,33:05,17-9,0,16,2009,809,13.6,285,35,289,80,193,16,72-194,37.11,10-21,47.62,300-512,3355,7.0,209.7,25,18,31-229,398,1768,4.4,110.5,6,941,5352,334.5,"54-1,226",22.7,20-180,11.4,13-146,11.2,35.9,"79-3,267",14-20,14,91-780,48.75,27:13,26-7,0,16
810,Offense--ne-2010,32.4,518,65,335,119,196,20,95-197,48.22,7-14,50.00,331-507,3847,7.9,240.4,37,5,25-175,454,1973,4.3,123.3,19,986,5995,374.7,"81-1,826",22.5,27-361,7.2,25-419,16.8,40.1,"58-2,505",22-25,17,83-766,47,29:24,9-4,0,16,2010,811,14.9,313,36,348,99,226,23,99-210,47.14,12-20,60.00,388-611,4136,7.1,258.5,25,25,36-212,409,1728,4.2,108.0,10,1056,6076,379.8,"56-1,231",22.0,25-179,13.4,5-12,2.4,36.2,"57-2,422",19-26,7,84-687,42.938,31:24,19-12,0,16
812,Offense--ne-2011,32.1,513,61,399,107,262,30,89-194,45.88,7-11,63.64,402-612,5084,8.6,317.8,39,12,32-173,438,1764,4.0,110.3,18,1082,7021,438.8,"60-1,294",21.6,38-389,8.5,23-296,12.9,42.6,"57-2,648",28-33,39,87-815,50,28:47,13-3,0,16,2011,813,16.9,338,40,370,101,245,24,87-202,43.07,8-19,42.11,386-619,4703,8.0,293.9,26,23,40-274,405,1874,4.6,117.1,13,1064,6851,428.2,46-986,21.4,26-220,10.2,12-186,15.5,39.7,"67-3,051",20-23,28,115-907,56.688,31:12,19-8,0,16
814,Offense--ne-2012,34.7,555,67,444,151,256,37,110-226,48.67,8-12,66.67,402-641,4662,7.6,291.4,34,9,27-182,523,2184,4.2,136.5,25,1191,7028,439.3,"60-1,229",20.5,42-506,6.7,20-371,18.6,39.9,"60-2,585",29-35,46,97-840,52,30:55,14-6,0,16,2012,815,15.7,329,38,340,100,207,33,82-205,40.00,9-23,39.13,369-594,4342,7.7,271.4,27,20,37-213,415,1630,3.9,101.9,10,1046,6185,386.6,38-807,21.2,23-154,12.0,9-112,12.4,42.8,"67-3,372",21-25,47,101-932,58.25,29:32,42-19,0,16
816,Offense--ne-2013,27.8,444,47,378,110,225,43,83-221,37.56,7-15,46.67,380-628,4087,6.9,255.4,25,11,40-256,470,2065,4.4,129.1,19,1138,6408,400.5,32-664,20.8,36-387,7.6,17-220,12.9,42.9,"77-3,523",38-41,66,69-625,39,30:20,23-9,0,16,2013,817,16.1,338,39,338,110,208,20,98-232,42.24,4-21,19.05,336-589,3824,7.0,239.0,25,17,48-313,481,2145,4.5,134.1,11,1118,6282,392.6,39-935,24.0,29-221,10.8,11-56,5.1,39.7,"80-3,559",22-27,45,110-951,59.438,31:05,20-8,0,16
818,Offense--ne-2014,29.3,468,52,361,96,228,37,98-221,44.34,7-13,53.85,392-609,4121,7.0,257.6,34,9,26-170,438,1727,3.9,107.9,13,1073,6018,376.1,45-955,21.2,41-431,9.2,16-184,11.5,41.7,"66-3,060",35-37,54,"120-1,080",67,29:36,11-4,12,16,2014,819,14.9,313,32,329,88,196,45,84-209,40.19,8-23,34.78,342-574,3837,7.2,239.8,24,16,40-282,419,1669,4.0,104.3,6,1033,5788,361.8,31-693,22.4,29-267,10.5,9-89,9.9,37.2,"64-2,847",29-37,55,92-752,47,30:23,18-8,-12,16
820,Offense--ne-2015,28.9,463,52,347,87,229,31,88-215,40.93,9-15,60.00,404-629,4587,7.7,286.7,36,7,38-225,383,1404,3.7,87.8,14,1050,6216,388.5,29-526,18.1,47-473,8.9,12-176,14.7,40.7,"73-3,358",33-36,68,96-859,53,30:17,13-7,7,16,2015,821,15.0,315,36,303,77,204,22,84-225,37.33,8-18,44.44,361-596,3851,7.1,240.7,24,12,49-358,397,1580,4.0,98.8,8,1042,5789,361.8,25-469,18.8,39-347,10.1,7-181,25.9,41.5,"86-4,043",23-29,61,"112-1,013",63.313,30:01,27-8,-7,16
822,Offense--ne-2016,27.4,439,51,351,109,203,39,104-227,45.82,8-12,66.67,368-550,4308,8.1,269.3,32,2,24-148,482,1872,3.9,117.0,19,1056,6328,395.5,40-771,19.3,45-309,5.0,13-107,8.2,42.8,"72-3,217",27-32,56,93-819,51,31:13,27-9,12,16,2016,823,12.5,250,27,294,81,190,23,76-206,36.89,7-18,38.89,368-596,3806,6.8,237.9,21,13,34-227,368,1417,3.9,88.6,6,998,5450,340.6,29-542,18.7,27-134,6.9,2-16,8.0,41.6,"80-3,639",21-29,55,113-930,58.125,28:46,25-7,-12,16
824,Offense--ne-2017,28.6,458,49,389,107,232,50,82-202,40.59,8-13,61.54,389-587,4418,7.9,276.1,32,8,35-201,448,1889,4.2,118.1,16,1070,6508,406.8,"58-1,095",18.9,32-263,4.6,12-114,9.5,41.6,"58-2,515",37-40,40,95-835,52,30:37,12-4,6,16,2017,825,14.8,296,33,325,98,204,23,82-208,39.42,10-23,43.48,367-590,4020,7.3,251.3,24,12,42-299,390,1836,4.7,114.8,6,1022,6155,384.7,28-622,22.2,23-105,8.2,8-63,7.9,41.0,"66-3,008",22-31,56,"111-1,035",64.688,29:22,18-5,-6,16
826,Offense--ne-2018,27.3,436,51,365,131,206,28,82-201,40.80,7-14,50.00,378-574,4258,7.7,266.1,29,11,21-147,478,2037,4.3,127.3,18,1073,6442,402.6,"42-1,034",24.6,26-199,10.2,18-156,8.7,41.1,"64-2,885",27-32,54,93-744,46,31:05,11-7,10,16,2018,827,15.5,325,36,322,93,208,21,76-197,38.58,6-16,37.50,370-605,3943,6.9,246.4,29,18,30-238,367,1803,4.9,112.7,7,1002,5984,374.0,28-755,27.0,25-255,7.7,11-67,6.1,38.0,"69-2,899",25-29,61,91-838,52.375,28:54,19-10,-10,16
828,Offense--ne-2019,26.1,418,49,338,110,197,31,87-227,38.33,6-15,40.00,378-620,3961,6.7,247.6,25,9,28-192,447,1703,3.8,106.4,17,1095,5856,366.0,29-607,20.9,29-233,6.3,25-353,14.1,42.8,"81-3,638",27-34,64,94-828,51,31:42,11-6,21,16,2019,829,14.1,225,25,261,72,150,39,47-195,24.10,8-22,36.36,303-536,2886,6.0,180.4,13,25,47-328,365,1528,4.2,95.5,7,948,4742,296.4,26-575,22.1,28-175,8.0,9-211,23.4,40.2,"86-3,848",17-19,49,107-920,57.5,28:17,23-8,-21,16
830,Offense--ne-2020,20.4,326,36,332,143,157,32,76-186,40.86,9-17,52.94,283-440,2890,7.1,180.6,12,14,37-234,502,2346,4.7,146.6,20,979,5470,341.9,32-680,21.3,23-357,5.9,18-162,9.0,47.4,"55-2,678",26-28,56,62-534,33,28:57,18-5,3,16,2020,831,22.1,353,41,339,131,187,21,76-186,40.86,9-16,56.25,333-494,3557,7.5,222.3,22,18,24-165,464,2103,4.5,131.4,17,982,5825,364.1,31-717,23.1,12-71,15.5,14-256,18.3,39.1,"52-2,390",22-27,58,82-639,39.938,31:02,8-4,-3,16
832,Offense--ne-2021,27.2,462,51,362,139,187,36,91-209,43.54,11-17,64.71,364-535,3857,7.7,226.9,24,13,28-241,489,2151,4.4,126.5,24,1052,6249,367.6,25-544,21.8,28-316,8.6,23-322,14.0,41.9,"49-2,316",36-39,44,95-854,50,30:38,20-10,7,17,2021,833,17.8,303,35,308,111,176,21,77-211,36.49,17-32,53.13,319-538,3181,6.4,187.1,21,23,36-256,464,2103,4.5,123.7,9,1038,5540,325.9,"55-1,166",21.2,16-138,11.3,13-262,20.2,41.2,"55-2,580",22-33,61,100-831,48.882,29:43,14-7,293,17
834,Offense--ne-2022,21.4,364,39,288,98,166,24,75-215,34.88,5-13,38.46,358-540,3536,7.1,208.0,19,14,41-279,425,1812,4.3,106.6,12,1006,5627,331.0,36-856,23.8,39-418,7.9,19-383,20.2,38.4,"79-3,338",32-37,36,104-841,49,29:10,23-9,7,17,2022,835,20.4,347,40,314,90,194,30,97-241,40.25,10-27,37.04,364-596,3681,6.8,216.5,28,19,54-348,441,1793,4.1,105.5,7,1091,5822,342.5,"52-1,333",25.6,34-267,10.7,14-154,11.0,39.0,"70-3,187",24-29,50,89-699,41.118,31:24,24-11,267,17
836,Offense--no-2004,21.8,348,40,291,82,177,32,70-210,33.33,9-18,50.00,309-542,3587,7.0,224.2,21,16,41-223,406,1606,4.0,100.4,15,989,5416,338.5,"74-1,710",23.1,40-388,7.2,13-101,7.8,39.9,"85-3,704",22-27,1,"129-1,141",71,28:30,23-9,0,16,2004,837,19.2,403,44,343,118,193,32,80-210,38.10,6-7,85.71,324-545,3888,7.5,243.0,24,13,37-207,485,2253,4.6,140.8,16,1067,6348,396.8,"83-1,879",22.6,43-310,9.7,16-260,16.3,35.8,"70-2,896",31-35,8,119-965,60.313,31:56,30-18,0,16
838,Offense--no-2005,14.7,235,23,312,89,182,41,82-211,38.86,2-12,16.67,308-553,3343,6.5,208.9,15,24,41-261,423,1688,4.0,105.5,8,1017,5292,330.8,"61-1,404",23.0,46-320,7.9,10-182,18.2,39.5,"71-3,066",25-32,8,"135-1,130",70,30:32,21-13,0,16,2005,839,19.0,398,43,281,103,145,33,89-220,40.46,3-4,75.00,241-418,2849,7.2,178.1,20,10,25-165,503,2145,4.3,134.1,16,946,5159,322.4,"75-1,516",20.2,33-260,7.0,24-456,19.0,41.3,"76-3,462",31-39,10,127-985,61.563,29:27,19-7,0,16
840,Offense--no-2006,25.8,413,49,330,99,207,24,105-234,44.87,12-20,60.00,372-580,4503,8.0,281.4,27,13,23-123,472,1761,3.7,110.1,19,1075,6387,399.2,"72-1,598",22.2,51-372,7.0,11-106,9.6,40.1,"77-3,369",23-26,9,79-597,37,31:53,22-10,0,16,2006,841,15.3,322,40,262,96,148,18,69-199,34.67,6-13,46.15,267-474,2854,6.6,178.4,26,11,38-268,418,2063,4.9,128.9,10,930,5185,324.1,"60-1,377",23.0,40-279,7.3,13-180,13.8,40.1,"95-4,181",14-18,11,89-674,42.125,28:06,21-5,0,16
